aquaCultureRegistryVersion,localityNo,municipality,municipalityNo,name
1299,14746,BINDAL,1811,Aarsand
65,30096,MOLDE,1502,Aarset
415,12765,FOLLDAL,0439,Aasen Gård
1299,31937,FLEKKEFJORD,4207,Abelsnes
1299,45119,FLEKKEFJORD,4207,Abelsnes II
1299,10665,LEBESBY,5624,Adamselv
1299,29196,GUOVDAGEAIDNU - KAUTOKEINO,5612,Adjetjohka
1299,13823,STORD,4614,Ådlandsvatn
1174,33437,STAVANGER,1103,Ådnaholmen
1299,30196,MASFJORDEN,4634,Ådnekvamme
233,11934,SANDNES,1102,Ådnøy
1299,35297,SANDNES,1108,Ådnøy Sø
1299,12084,KVINNHERAD,4617,Ænes
70,26075,RENDALEN,0432,Åeng
1299,30977,VESTVÅGØY,1860,Æsøya
1299,33717,MELØY,1837,Æsvika I
1299,15196,BØMLO,4613,Aga Ø
1299,11507,BØMLO,4613,Agapollen
1299,45040,ASKVOLL,4645,Agnalsvika
215,24775,KVINNHERAD,1224,Åkersholmen
1299,10331,KVINNHERAD,4617,Åkre
1299,45162,RENDALEN,3424,Åkre
1299,45163,RENDALEN,3424,Åkre II
1299,32938,RENDALEN,3424,Åkrestrømmen
1299,12067,BJØRNAFJORDEN,4624,Aldalen
1299,12982,ASKVOLL,4645,Aldeøyna
84,11838,ASKVOLL,1428,Åleholmen
1299,10298,FITJAR,4615,Ålforo
1299,45106,VOLDA,1577,Alida
1299,11756,AUSTRHEIM,4632,Allersholmen
1299,45078,KINN,4602,Almbakkevika
1169,28836,HERØY I NORDLAND,1818,Almenningen Ø
1299,13271,FLATANGER,5049,Almurden
1299,12086,KVINNHERAD,4617,Alsåkervik
1299,11416,ØKSNES,1868,Alsvåg
1299,13227,BJØRNAFJORDEN,4624,Altaneset
1299,11179,VÅGAN,1865,Alterosen
1194,11176,VÅGAN,1865,Alterosen Land
70,21376,FINNØY,1141,Alveskjær
1299,11579,BERGEN,4601,Alvøen
1299,10319,KINN,4602,Ålvora
1299,26375,MELØY,1837,Åmøya
1299,11330,GRATANGEN,5516,Åmundsvika
1299,11513,BØMLO,4613,Andal
198,13108,VEVELSTAD,1816,Andalsvågen
1299,38037,VEVELSTAD,1816,Andalsvågen I
1105,10289,BØMLO,4613,Andarevågen
1299,33457,STEIGEN,1848,Ånderbakk
1299,35717,STEIGEN,1848,Ånderbakk Alge
1299,11339,IBESTAD,5514,Ånderkleiva
1299,32277,SMØLA,1573,Andholmen 1
1049,32297,SMØLA,1573,Andholmen 2
528,33257,STAVANGER,1103,Andreggrunnen
1299,30156,STEIGEN,1848,Anevik
1299,13563,OSTERØY,4630,Angelskår
1299,13518,TROMSØ,5501,Angstauren
1051,32017,NAMSOS,5007,Ånholmen
1299,11793,ASKVOLL,4645,Ånnaholmane
161,12123,TYSNES,1223,Ånuglo N
103,18875,STORD,1221,Apalevika
1299,45148,STAD,4649,Apalset
1299,29816,ULLENSVANG,4618,Apalvikneset
1299,29416,UNJÁRGA - NESSEBY,5636,Åpenvik
1038,12085,KVAM,4622,Aplavika
1299,45204,KARMØY,1149,Årabrotholmen
1299,11364,SENJA,5530,Årberg
1299,45033,HJELMELAND,1133,Årdal
1299,12219,GLOPPEN,4650,Åreneset
1299,12173,VIK,4639,Arnafjord
1299,24695,NAMSOS,5007,Årnes
1299,17276,GRIMSTAD,4202,Arnevik
209,11161,HADSEL,1866,Årnøy II
442,11119,GILDESKÅL,1838,Arnøysundet
1299,10735,LYNGEN,5536,Årøya
1299,45082,HUSTADVIKA,1579,Årsbogen
1299,35797,NÆRØYSUND,5060,Årsetfjorden
107,13027,NÆRØY,1751,Årseth
1299,35357,FITJAR,4615,Årskog
1299,39457,FITJAR,4615,Årskog II
257,13775,VÅGAN,1865,Årsteinfoten
1299,37837,VÅGAN,1865,Årsteinfoten Alge
413,11216,FLAKSTAD,1859,Skjelfjord
1299,10406,NAMSOS,5007,Årvika
1299,12754,ÅFJORD,5058,Askerholmen
231,13452,KVINNHERAD,1224,Askjevika
44,23815,LURØY,1834,Aspeneset
107,12717,NÆRØY,1751,Aspenget
130,12523,HVALER,0111,Aspholmen
233,11942,SANDNES,1102,Aspøy Nv
233,11938,SANDNES,1102,Aspøy Ø
248,10960,ALSTAHAUG,1820,Aspviksundet
1299,12668,NÆRØYSUND,5060,Astridholmen
528,20496,STAVANGER,1103,Atlatveit
105,11967,FINNØY,1141,Audbø S
1299,14016,LILLESAND,4215,Auenes
1048,13254,AVERØY,1554,Aukan
429,32077,AURE,1576,Aukan
1299,45087,AVERØY,1554,Aukan
1299,45159,AURE,1576,Aukan
1299,12988,AUKRA,1547,Aukrasanden
448,10870,VEVELSTAD,1816,Aunholmen Ø
1299,10221,SMØLA,1573,Aunvågen
96,10434,VEVELSTAD,1816,Aunvågen Visten
1299,12357,FRØYA,5014,Aursøysva
1299,32557,VÅGAN,1865,Ausa Vest I
1299,10275,LOPPA,5614,Auskarnes Ø
1299,11800,KINN,4602,Austneståa
1299,45131,AUSTEVOLL,4625,Austevoll Vgs
45,11505,BØMLO,1219,Austnesvågen
91,14204,BØMLO,1219,Austnesvågen S
240,11564,SVEIO,1216,Austrevågen
1299,26795,FLATANGER,5049,Austvika
62,17735,NORDKAPP,2019,Avløysningen
1299,13572,HITRA,5056,Badstuvika
1222,39077,ALSTAHAUG,1820,Bærøya
1299,12730,NÆRØYSUND,5060,Båfjorden
1299,29016,NÆRØYSUND,5060,Båfjordstranda
49,12152,LINDÅS,1263,Bakarbukti
1299,45017,MÅSØY,5618,Bakfjorden
1299,13341,BREMANGER,4648,Bakjestranda
1299,19395,KVAM,4622,Bakka
141,10283,NORDKAPP,2019,Baklia
69,12549,ÅMOT,0429,Bakstadgrenda
1299,32537,SENJA,5530,Baltsfjord
1299,13305,SENJA,5530,Barbogen
93,14259,HAMARØY,1849,Barholmen V
1299,13843,KINN,4602,Barlindbotn
773,13873,MASFJORDEN,4634,Barlingebotten
1299,11749,GULEN,4635,Bårøy
1299,31877,NAMSOS,5007,Barøya
1299,10183,ØRSTA,1520,Barstadvik
1299,39117,KINN,4602,Barstadvik
1299,45212,KINN,4602,Barstadvik II
1299,10862,BINDAL,1811,Båsen
1299,18235,HJELMELAND,1133,Bastli
56,12255,MIDSUND,1545,Båtnesbukta
1299,45182,GJEMNES,1557,Batnfjorden
1299,12517,NORD-AURDAL,3451,Begna
1299,13845,STAD,4649,Beitveit
1299,16496,NAMSOS,5007,Bekkavika
234,12516,SØR-AURDAL,0540,Bekkivoll Seter
1299,25055,HYLLESTAD,4637,Bekksneset
93,27656,GRATANGEN,1919,Belneset
1299,13964,HEIM,5055,Belsvik
90,10706,STORFJORD,1939,Bentsjordbukta
154,27556,HITRA,1617,Beøya
119,26437,BREMANGER,1438,Berastøa
1052,13828,STORD,4614,Berfot Kvarvadalen
1299,12095,KVAM,4622,Bergadalen
59,12768,RINGEBU,0520,Berget
1299,45049,NARVIK,1806,Bergkråa
264,27295,HEMNE,1612,Bergneset N
90,10556,STORFJORD,1939,"Bergodden,Storfjord"
81,10812,ALTA,2012,Bergsnes Ø
1299,20396,ALTA,5601,Bergsnes V
527,30397,STEIGEN,1848,Bergsøy
694,13872,MASFJORDEN,4634,Bergsvik
1299,11241,HADSEL,1866,Bergvikodden
928,10146,BJØRNAFJORDEN,4624,Berlandstveit
1299,12596,ÅFJORD,5058,Bessaker
46,12598,ROAN,1632,Bessakerholmen
1299,36057,OSLO,0301,Norsk Senter For Molekylærmedisin (Ncmm)
53,10510,HADSEL,1866,Bitterstad
1299,11930,SULDAL,1134,Bjelkavik
1299,12172,KVAM,4622,Bjølvefossen
1299,12178,HØYANGER,4638,Bjønnspjotneset
1299,36097,HØYANGER,4638,Bjønnspjotneset II
1299,36098,HØYANGER,4638,Bjønnspjotneset III
299,32177,EVJE OG HORNNES,0937,"Bjorå, Gnr 42 Bnr 4"
1299,24655,STEINKJER,5006,Bjørga
1299,31738,SØRREISA,5526,Bjørga
1299,12625,FLATANGER,5049,Bjørgan
69,13174,SØNDRE LAND,0536,Bjørgo
1299,31317,HAMARØY,1875,Bjørkvik
140,30937,FAUSKE,1841,Bjørkvika
1188,12507,SØNDRE LAND,3447,Bjørlia
1299,22455,VANYLVEN,1511,Bjørlykkestranda
1299,12308,ØRSTA,1520,Bjørndal
72,10633,KVALSUND,2017,Bjørneklubben
1299,33877,MOLDE,1506,Bjorneremsbukta
1299,23436,SOLUND,4636,Bjørnholmen
1299,34997,BODØ,1804,Bjørnøya
309,25975,LEKA,1755,Bjørnskjæret
1299,13185,DØNNA,1827,Bjørnsøya
1299,11340,IBESTAD,5514,Bjørnstein
274,11274,SØRFOLD,1845,Bjørnsvik
1299,45192,NESNA,1828,Bjørnvika
246,32957,LEIRFJORD,1822,Bjørshammaren
1299,13653,ALVER,4631,Bjørsvik
1299,13115,ALSTAHAUG,1820,Blåbærvika
1299,29458,TROMSØ,5501,Blåmannsvik
1299,19255,SØR-VARANGER,5605,Blåsenborgneset
1299,45072,KINN,4602,Bleket
1299,13274,NAMSOS,5007,Blikengfjorden
528,12485,OSLO,0301,Blindern
130,13809,HVALER,0111,Blindskjær
1299,11408,SORTLAND,1870,Blokken
137,10964,LURØY,1834,Blokkholmen
1299,12156,OSTERØY,4630,Blom
1299,31857,ALSTAHAUG,1820,Blomsøråsa
54,12448,AURE,1576,Blomvikbugen
459,24915,VEGA,1815,Bøbukta
1299,40138,VEGA,1815,Bøbukta Alge
1299,11399,KVÆFJORD,5510,Bogelva
1299,10212,KRISTIANSUND,1505,Bogen
1299,10503,STEIGEN,1848,Bogen
440,12252,MIDSUND,1545,Bogen Md
1299,13209,ALVER,4631,Bognøy
251,22875,AURE,1576,Boktahammeren
1299,13284,DØNNA,1827,Sjølyst
69,12550,ÅMOT,0429,Bolstadrønningen
180,13954,HVALER,0111,Bomme
1299,13143,LEBESBY,5624,Bondejorda
1299,10256,NÆRØYSUND,5060,Bondøya
1299,11248,BØ I NORDLAND,1867,Bonhammaren
1299,20536,NAMSOS,5007,Bonstranda
1299,11754,ALVER,4631,Bøøy
1299,37237,HASVIK,5616,Børfjord
1299,15796,SULDAL,1134,Borgarliflot
1299,13905,NAMSOS,5007,Borgsvika
467,23215,HARSTAD,1903,Bornøy
134,19842,FUSA,1241,Børøy
1299,20876,ØKSNES,1868,Børøya
1299,11230,HADSEL,1866,Børøya Slaktemerd
55,26095,SORTLAND,1870,Børsbukta
1299,24255,LARVIK,3909,Børstadbukta
1299,14715,FJALER,4646,Bortheim
1299,13666,BREMANGER,4648,Bortne
1299,36417,HAMMERFEST,5603,Borvika
694,12836,ARENDAL,4203,Bota Oksefjorden
1299,10220,HEIM,5055,Botn
1299,13152,BREMANGER,4648,Botnane
1299,13214,KINN,4602,Botnaneset
1299,37657,KINN,4602,Botnaneset II
1038,36157,KINN,4602,Botnastranda
1299,45160,KINN,4602,Botnastranda
207,13747,FOSNES,1748,Bragstadsundet III
1299,13149,BØMLO,4613,Brakedal
1299,38837,NAMSOS,5007,Brakstadsundet
66,12326,HAREID,1517,Brandal
1299,12040,KVINNHERAD,4617,Brandaskuta
1299,34897,ÅFJORD,5058,Brandsfjorden
1299,11488,AUSTEVOLL,4625,Brattavika
1299,33137,GRATANGEN,5516,Brattberg
1299,45123,HEMNES,1832,Brattfloget
1299,11015,HERØY I NORDLAND,1818,Brattholmen
1299,13205,SOLUND,4636,Brattholmen
291,11514,SVEIO,1216,Brattholmen S
1299,25716,TYSVÆR,1146,Brattholmen Sv
1299,25715,TYSVÆR,1146,Brattholmskjæret
1299,24836,TRONDHEIM,5001,Brattørkaia
1299,27576,TRONDHEIM,5001,Brattørkaia 17b
1299,37917,GULEN,4635,Brattøyna
48,22075,AURE,1576,Brattset
83,15557,FLATANGER,1749,Brattvika
1299,37157,FLATANGER,5049,Brattvika II
238,18176,HJELMELAND,1133,Breidvik
1299,12594,OSEN,5020,Breidvika
1299,13743,NAMSOS,5007,Breidvika
1299,45152,FYRESDAL,4032,Breivik
1299,11574,BØMLO,4613,Breivik S
192,12628,VIKNA,1750,Breivika
1299,13499,BREMANGER,4648,Breivika Ø
1299,13765,LURØY,1834,Breiviken
1299,13811,BODØ,1804,Breivika
527,15621,RØDØY,1836,Breivika
1299,28336,DØNNA,1827,Breivika
1173,36677,GAMVIK,5439,Breivika
1299,32897,DØNNA,1827,Breivika S
1299,27936,BREMANGER,4648,Breivika V
1299,33237,IBESTAD,5514,Breivoll
1299,36118,SORTLAND,1870,Bremnesøya
1299,10223,SMØLA,1573,Bremnessvaet
1299,11180,VÅGAN,1865,Brenna
432,10674,UNJARGGA-NESSEBY,2027,Brennelvbukt
518,33637,FINNØY,1141,Brennevinsgrunnen
1299,34197,HERØY I NORDLAND,1818,Brennholmen
1299,45156,ÅFJORD,5058,Brennholmen
1299,45157,ÅFJORD,5058,Brennholmen II
1299,37357,TROMSØ,5501,Brensholmen
1299,12466,SMØLA,1573,Brettingen
264,13491,HEMNE,1612,Bringberget
1299,29756,SENJA,5530,Indre Bringenes
273,10602,ALSTAHAUG,1820,Brødholmen S/Sv
1299,39137,ÅFJORD,5058,Bromsen
1299,40197,ÅFJORD,5058,Bromsen Sør
1169,36857,BODØ,1804,Brønnøyskjæran
1299,35677,HADSEL,1866,Brottøy
126,12547,ÅMOT,0429,Brudefallet Gård
1299,12237,VANYLVEN,1511,Brudevika
1262,45043,BINDAL,1811,Brukstomta
1299,13841,KINN,4602,Brunsvik
69,12544,NORD-ODAL,0418,Bruvoll
1299,11435,HAUGESUND,1106,Bryggelandsholmane
1299,31038,ØYGARDEN,4626,Buarøy
1299,45134,SYKKYLVEN,1528,Bugane
1299,29636,SØR-VARANGER,5605,Bugøynes Fiskebruk
1299,12475,SMØLA,1573,Bugten
467,12420,AURE,1576,Buhagen
1299,11543,AUSTEVOLL,4625,Buholmen
445,25655,VINDAFJORD,1160,Buholmen
1299,33537,ÅFJORD,5058,Buholmen
254,13105,HERØY I NORDLAND,1818,Bukalholmane Ø
99,12044,KVINNHERAD,1224,Buken
1299,11721,SOLUND,4636,Bukkeholmen
1299,27976,ALSTAHAUG,1820,Bukkholmen
1299,12361,FRØYA,5014,Bukkholmen S
1299,11087,RØDØY,1836,Bukkøya Ø
266,10995,TRÆNA,1835,Bukkøysundet
1299,11857,FLEKKEFJORD,4207,Buksevika
1299,22035,RANA,1833,Buktodden Nø
1299,11162,HADSEL,1866,Bullatholmen
53,11001,HERØY I NORDLAND,1818,Buøya Nv
1299,11454,KVITSØY,1144,Buøyflæet
1299,45007,VARDØ,5634,Bussesundet
119,26436,BREMANGER,1438,Busta
96,16295,NÆRØY,1751,Buvika
305,11204,VESTVÅGØY,1860,Buviknakken
431,12267,SKODJE,1529,Byttingsneset
252,10423,ÅSNES,0425,Dæsbekken
1170,11565,STORD,4614,Dåfjorden
104,12622,FLATANGER,1749,Dalavika
1299,12217,VOLDA,1577,Dale
1299,37217,HARSTAD,5503,Dale
1299,12007,STAVANGER,1103,Dale II
1049,10466,HATTFJELLDAL,1826,Dalen Gård I
260,11053,HATTFJELLDAL,1826,Dalen Gård II
260,11054,HATTFJELLDAL,1826,Dalen Gård III
192,11812,BREMANGER,1438,Dalevatn
415,12763,FOLLDAL,0439,Dalholen Skogen
1299,32497,SORTLAND,1870,Daljorda
236,10228,FRØYA,1620,Daløya
45,11461,KARMØY,1149,Dalsvåg
1299,32457,KARMØY,1149,Dalsvåg Nv
100,25755,RISØR,0901,Dampskipsbrygga
1299,31137,LOPPA,5614,Danielsnes
1299,35957,HAMMERFEST,5603,Danielsvika
317,33397,VESTNES,1535,Daugstad
1299,38077,VESTNES,1535,Daugstad II
1299,45216,VESTNES,1535,Daugstad III
1299,15455,SALTDAL,1840,Daumannsvika
1299,37557,ALTA,5601,Davatluft
1299,10757,KARLSØY,5534,Dåvøya
259,10264,NÆRØY,1751,Digermulen
1299,11076,RØDØY,1836,Digermulen
92,19535,VÅGAN,1865,Digermulen
1299,45153,FYRESDAL,4032,Digernes
1294,12659,NAMSOS,5007,Digerneset
59,12160,LÆRDAL,1422,Digerurdbukti
1299,10131,GJESDAL,1122,Dirdal
1299,11891,GJESDAL,1122,Dirdal
48,24936,FJELL,1246,Djupålsøyna
1299,13229,BJØRNAFJORDEN,4624,Djupedalen
1299,21336,HØYANGER,4638,Djupeleget
1299,14799,TYSNES,4616,Djupestallen
1299,10110,STAVANGER,1103,Djupevik
1299,10338,KVAM,4622,Djupevik
1299,20455,KVINNHERAD,4617,Djupevika
968,25135,FLEKKEFJORD,4207,Djupevika
1299,26595,TYSNES,4616,Djupevika
1217,11684,GULEN,4635,Djupevika I
89,11819,FJALER,1429,Djupevika II
134,20018,LURØY,1834,Djupskjæret
1299,37177,NÆRØYSUND,5060,Djuptaren
49,12030,KVINNHERAD,1224,Djupvik
1299,30097,RØDØY,1836,Djupvik
1299,33117,SORTLAND,1870,Djupvik
1299,12202,VOLDA,1577,Djupvik I
1299,12201,VOLDA,1577,Djupvik II
1299,23016,NAMSOS,5007,Djupvika
1299,45021,SOLUND,4636,Djupvika På Losna
69,12770,ALVDAL,0438,Dokkan
106,10369,ALVDAL,0438,Dølhaug Fiskedam
197,26035,FLATANGER,1749,Dølløyråsa
1299,34018,NÆRØYSUND,5060,Dolma N
1299,34837,HITRA,5056,Dolmøy
158,10802,KVÆNANGEN,1943,Dorras
1299,12103,BJØRNAFJORDEN,4624,Drageide
1299,10505,HADSEL,1866,Dragnes
151,31337,VESTNES,1535,Dragneset
154,22575,KRISTIANSAND,1001,Draugen Varoddbroa
1299,12214,VOLDA,1577,Dravlaus
1299,36917,ÅFJORD,5058,Drevflesa
104,12597,ROAN,1632,Drogsholmen
1299,35497,AUSTEVOLL,4625,Drøno
1299,32197,MOLDE,1506,Dryna
1299,11644,MASFJORDEN,4634,Duesund
1299,35237,SENJA,5530,Durmålsvika
48,23677,JØLSTER,1431,Dvergsdal
209,29216,JØLSTER,1431,Dvergsdal II
1299,13412,ØKSNES,1868,Dypeidet
1299,13191,STEIGEN,1848,Dyping
1299,11381,HARSTAD,5503,Dypingen
1299,21415,STAVANGER,1103,Dyrholmen
1122,32117,FITJAR,4615,Dyrholmen Ø
1299,32157,FITJAR,4615,Dyrholmen V
1299,12128,KVINNHERAD,4617,Dyrnes
1299,15495,BRØNNØY,1813,Dyrnesvågen
95,15876,BØMLO,1219,Dyrøy
1299,45150,KARLSØY,5534,Dyrsfjord
527,35697,HITRA,5056,Dyrvikholman
1299,45169,SANDE I MØRE OG ROMSDAL,1514,Dysjaneset
1299,12033,KVAM,4622,Dysvik
1299,13711,ASKVOLL,4645,Dyvika
1299,12109,ETNE,4611,Ebne
459,12574,VIKNA,5050,Edøya
1299,14041,HITRA,5056,Edøya
1299,30137,HITRA,5056,Edøya II
1299,30597,HERØY I MØRE OG ROMSDAL,1515,Eggesbønes
69,12771,ALVDAL,0438,Eggemoen Fiskedam
1299,11894,SANDNES,1108,Eiane
59,10718,NORDREISA,1942,Eidebukta
444,19335,LEBESBY,2022,Eidemolla
1299,15456,HØYANGER,4638,Søreide
1299,12041,BJØRNAFJORDEN,4624,Eidestø
137,11345,TRANØY,1927,Eidestranda
1299,11606,BØMLO,4613,Eidesvik
1299,10045,AUSTEVOLL,4625,Eidholmen
1299,34717,VESTVÅGØY,1860,Eidisholman
313,31617,TYSFJORD,1850,Eidneset
1299,10248,ÅFJORD,5058,Eidskjæra Nø
1299,10819,ALTA,5601,Eidsnes
1299,13870,ALVER,4631,Eikebærånæ
1299,38637,ØYGARDEN,4626,Eikeilen
453,11554,SVEIO,1216,Eikeland
1299,38497,KVINNHERAD,4617,Eikeneset
49,14206,OSTERØY,1253,Eiketobukti
1299,11708,ASKØY,4627,Eikevågen
1299,34817,KVITSØY,1144,Eime
1299,39177,MÅSØY,5618,Eiterfjordbotn
1299,35877,NÆRØYSUND,5060,Eiterfjorden
240,12238,BREMANGER,1438,Elde
1299,13866,STORD,4614,Eldøyane
1299,29537,FLATANGER,5049,Eldviktaren
1299,30917,HARSTAD,5503,Elgen
1299,10811,ALTA,5601,Elva I Årøysundet
59,10516,BODØ,1804,Elvefjord
1299,33077,HYLLESTAD,4637,Elveneset
1299,13943,ØKSNES,1868,Elvenesstrand
1299,32797,MÅSØY,5618,Elvevika
1299,45107,BALSFJORD,5532,Elvevoll
1299,36637,SØRFOLD,1845,Elvkroken
457,12236,BREMANGER,1438,Endal Ø
1299,13241,BREMANGER,4648,Endal Vest
1299,12879,KRISTIANSUND,1505,Endreset
528,10238,HEIM,5055,Engdal
1299,45130,HEIM,5055,Engdal
1299,36397,VÅGAN,1865,Engeløysundet N
63,18002,SØNDRE LAND,0536,Enger
128,11556,FITJAR,1222,Engevik
1299,11363,IBESTAD,5514,Enkeltstein
1299,34577,HAMMERFEST,5603,Enkeneset
1299,45224,AUSTEVOLL,4625,Erholmen
1212,12992,FRØYA,5014,Ervikbukta
1299,45027,TYSVÆR,1146,Espevik
1299,32677,FRØYA,5014,Espnestaren
695,12562,STOR-ELVDAL,3423,Evenstad
60,13121,STOR-ELVDAL,0430,Evenstad
238,23495,EIGERSUND,1101,Færevik
1299,10229,HEIM,5055,Fætten
1299,45158,FRØYA,5014,Fagerhamn
1299,37437,FRØYA,5014,Fagerholmen
1042,20755,SVEIO,4612,Fagerlandsflæ
87,13707,FLORA,1401,Fanevika
528,10387,AREMARK,3012,Fangemyren
1299,24575,ÅFJORD,5058,Farmannsøya
1299,23615,FARSUND,4206,Farøy
1299,31797,MÅSØY,5618,Fartøyvika
1299,33977,NORD-AURDAL,3451,Fasle
1299,40217,TROMSØ,5501,Fellesholmen
1299,12112,BJØRNAFJORDEN,4624,Femangervågen
1299,12624,FLATANGER,5049,Feøyvika
1299,13881,VESTRE SLIDRE,3452,Ferisfjorden
87,23795,NÆRØY,1751,Fesund
1299,31157,ØYGARDEN,4626,Fiksneset
1299,33377,NAMSOS,5007,Finnangerøya
607,13624,STAVANGER,1103,Finnasand
413,11219,FLAKSTAD,1859,Finnbyen
1299,13527,HADSEL,1866,Finnkjerka
307,30737,HADSEL,1866,Finnkjerka S
93,14261,HAMARØY,1849,Finnøyholmen N
695,12935,RISØR,4201,Finnøysundet
1047,11353,SENJA,5421,Finnstein
264,17135,SULDAL,1134,Finnvik
1299,31398,TROMSØ,5501,Finnvik
1299,11433,SENJA,5530,Finnvika S
694,21377,ARENDAL,4203,Finskot
1299,45184,STRAND,1130,Fiskå
1299,10529,HADSEL,1866,Fiskefjord I
1299,14796,LØDINGEN,1851,Fiskefjorden
1197,26875,HADSEL,1866,Fiskfjorden III
1299,10123,HJELMELAND,1133,Fister
1299,12073,ETNE,4611,Fjæra
1181,13148,ØYGARDEN,4626,Fjell
1299,10803,KVÆNANGEN,5546,Fjellbukt
1299,10581,FLEKKEFJORD,4207,Fjellsæ I
1299,11851,FLEKKEFJORD,4207,Gyland
192,13840,SELJE,1441,Fjellvann
192,22115,SELJE,1441,Fjellvann N
1299,26775,FRØYA,5014,Fjølværet Ø
1299,10060,SVEIO,4612,Fjon
1299,32597,SMØLA,1573,Fjordprakken
203,12910,TINGVOLL,1560,Fjørnestangen
288,25355,HARAM,1534,Fjørtoft
311,29496,VESTVÅGØY,1860,Flæsa
87,17775,NÆRØY,1751,Flakavikskjæran
1299,10544,SENJA,5530,Flakstadvåg
1299,22515,SENJA,5530,Flakstadvåg Havn
1299,11833,KINN,4602,Flåtegrunnen
1299,19336,HAUGESUND,1106,Flatholmen
95,20335,FITJAR,1222,Flatholmen
157,12800,BJUGN,1627,Flatøya
1299,39957,FRØYA,5014,Flatøyan
1299,36138,ÅFJORD,5058,Flatøyfjorden
1299,25835,AUSTEVOLL,4625,Flatøyflu
1299,35557,AUSTEVOLL,4625,Flatøyflu II
1299,35577,AUSTEVOLL,4625,Flatøyflu III
1299,10922,ALSTAHAUG,1820,Flatøymarka Ø
1299,38137,GULEN,4635,Flatøyna
1299,38737,AUSTEVOLL,4625,Flatøysundet
1299,13826,TYSNES,4616,Flatråker
305,27536,NÆRØY,1751,Flatskjæret
1299,45061,NÆRØYSUND,5060,Flatskjæret II
1299,30176,STEIGEN,1848,Flehammer
1299,29296,GILDESKÅL,1838,Fleina
1299,13494,NÆRØYSUND,5060,Flerengstrand
1299,12407,HITRA,5056,Flesa
1299,11355,SENJA,5530,Flesen
1299,12315,ULSTEIN,1516,Flø
107,16475,SANDE I MØRE OG ROMSDAL,1514,Flødeberga
